id,source,target,type
14226,10924,7870,contains
14227,10925,7871,contains
14228,10926,7872,contains
14229,10927,7873,contains
14230,10928,7874,contains
14231,10929,7875,contains
14232,10930,7876,contains
14233,10931,7877,contains
14234,10932,7878,contains
14235,10933,7879,contains
14236,10934,7880,contains
14237,10935,7881,contains
14238,10936,7882,contains
14239,10937,7883,contains
14240,10938,7884,contains
14241,10939,7885,contains
14242,10940,7886,contains
14243,10941,7887,contains
14244,10942,7888,contains
14245,10943,7889,contains
14246,10944,7890,contains
14247,10945,7891,contains
14248,10946,7892,contains
14249,10947,7893,contains
14250,10948,7894,contains
14251,10949,7895,contains
14252,10950,7896,contains
14253,10951,7897,contains
14254,10952,7898,contains
14255,10953,7899,contains
14256,10954,7900,contains
14257,10955,7901,contains
14258,10956,7902,contains
14259,10957,7903,contains
14260,10958,7904,contains
14261,10959,7905,contains
14262,10960,7906,contains
14263,10961,7907,contains
14264,10962,7908,contains
14265,10963,7909,contains
14266,10964,7910,contains
14267,10965,7911,contains
14268,10966,7912,contains
14269,10967,7913,contains
14270,10968,7914,contains
14271,10969,7915,contains
14272,10970,7916,contains
14273,10971,7917,contains
14274,10972,7918,contains
14275,10973,7919,contains
14276,10974,7920,contains
14277,10975,7921,contains
14278,10976,7922,contains
14279,10977,7923,contains
14280,10978,7924,contains
14281,10979,7925,contains
14282,10979,7926,contains
14283,10980,7927,contains
14284,10981,7928,contains
14285,10982,7929,contains
14286,10983,7930,contains
14287,10984,7931,contains
14288,10985,7932,contains
14289,10986,7933,contains
14290,10987,7934,contains
14291,10988,7935,contains
14292,10989,7936,contains
14293,10990,7937,contains
14294,10991,7938,contains
14295,10992,7939,contains
14296,10993,7940,contains
14297,10994,7941,contains
14298,10995,7942,contains
14299,10996,7943,contains
14300,10997,7944,contains
14301,10999,7945,contains
14302,11000,7946,contains
14303,11001,7947,contains
14304,11002,7948,contains
14305,10900,7949,contains
14306,11003,7950,contains
14307,11004,7951,contains
14308,11005,7952,contains
14309,11006,7953,contains
14310,11008,7954,contains
14311,11009,7955,contains
14312,11010,7956,contains
14313,11011,7957,contains
14314,11012,7958,contains
14315,11013,7959,contains
14316,11014,7960,contains
14317,11002,7961,contains
14318,11015,7962,contains
14319,11016,7963,contains
14320,11017,7964,contains
14321,11018,7965,contains
14322,11020,7966,contains
14323,11021,7967,contains
14324,11022,7968,contains
14325,11023,7969,contains
14326,11024,7970,contains
14327,11025,7971,contains
14328,11002,7972,contains
14329,11026,7973,contains
14330,11027,7974,contains
14331,11028,7975,contains
14332,11028,7976,contains
14333,11028,7977,contains
14334,11029,7978,contains
14335,11030,7979,contains
14336,11031,7980,contains
14337,11032,7981,contains
14338,11033,7982,contains
14339,11032,7983,contains
14340,10683,7984,contains
14341,11034,7985,contains
14342,11035,7986,contains
14343,11036,7987,contains
14344,11037,7988,contains
14345,11002,7989,contains
14346,11002,7990,contains
14347,11038,7991,contains
14348,11039,7992,contains
14349,11040,7993,contains
14350,11040,7994,contains
14351,11042,7995,contains
14352,11041,7996,contains
14353,11043,7997,contains
14354,11044,7998,contains
14355,11002,7999,contains
14356,11002,8000,contains
14357,11002,8001,contains
14358,11045,8002,contains
14359,11046,8003,contains
14360,11047,8004,contains
14361,11048,8005,contains
14362,11049,8006,contains
14363,11050,8007,contains
14364,11051,8008,contains
14365,11052,8009,contains
14366,11047,8010,contains
14367,11053,8011,contains
14368,11054,8012,contains
14369,11055,8013,contains
14370,11056,8014,contains
14371,11057,8015,contains
14372,11058,8016,contains
14373,11059,8017,contains
14374,11060,8018,contains
14375,11061,8019,contains
14376,11062,8020,contains
14377,11063,8021,contains
14378,11064,8022,contains
14379,11065,8024,contains
14380,11066,8025,contains
14381,11067,8026,contains
14382,11068,8027,contains
14383,11069,8028,contains
14384,11070,8029,contains
14385,11071,8030,contains
14386,11072,8031,contains
14387,11073,8032,contains
14388,11074,8034,contains
14389,11075,8035,contains
14390,11076,8036,contains
14391,11077,8037,contains
14392,11079,8039,contains
14393,11080,8040,contains
14394,11081,8041,contains
14395,11082,8042,contains
14396,11083,8043,contains
14397,11084,8044,contains
14398,11085,8045,contains
14399,11086,8046,contains
14400,11087,8047,contains
14401,11088,8048,contains
14402,11089,8049,contains
14403,11090,8050,contains
14404,11091,8051,contains
14405,11092,8052,contains
14406,11093,8053,contains
14407,11094,8054,contains
14408,11095,8055,contains
14409,11096,8056,contains
14410,11097,8057,contains
14411,11098,8058,contains
14412,11074,8033,contains
14413,11099,8059,contains
14414,11100,8060,contains
14415,11101,8061,contains
14416,11102,8062,contains
14417,11103,8063,contains
14418,11104,8064,contains
14419,11105,8065,contains
14420,11106,8066,contains
14421,11107,8067,contains
14422,11108,8068,contains
14423,11108,8069,contains
14424,11078,8038,contains
14425,11109,8070,contains
14426,11110,8071,contains
14427,11111,8072,contains
14428,11112,8073,contains
14429,11113,8074,contains
14430,11114,8075,contains
14431,11115,8076,contains
14432,11116,8077,contains
14433,11108,8078,contains
14434,11117,8079,contains
14435,11118,8080,contains
14436,11119,8081,contains
14437,11120,8082,contains
14438,11121,8083,contains
14439,11122,8084,contains
14440,11123,8085,contains
14441,11124,8086,contains
14442,11125,8087,contains
14443,11126,8088,contains
14444,11127,8089,contains
14445,11128,8090,contains
14446,11129,8091,contains
14447,11130,8092,contains
14448,11131,8093,contains
14449,11085,8095,contains
14450,11133,8096,contains
14451,11134,8097,contains
14452,11135,8098,contains
14453,11136,8099,contains
14454,11137,8100,contains
14455,11138,8101,contains
14456,11008,8102,contains
14457,11139,8103,contains
14458,11140,8104,contains
14459,11141,8105,contains
14460,11142,8106,contains
14461,11143,8107,contains
14462,11144,8108,contains
14463,11145,8109,contains
14464,11146,8110,contains
14465,11147,8111,contains
14466,11148,8112,contains
14467,11149,8113,contains
14468,11150,8114,contains
14469,11151,8115,contains
14470,11152,8116,contains
14471,11153,8117,contains
14472,11154,8118,contains
14473,11155,8119,contains
14474,11156,8120,contains
14475,11157,8121,contains
14476,11158,8122,contains
14477,11159,8123,contains
14478,11160,8124,contains
14479,11161,8125,contains
14480,11162,8126,contains
14481,11163,8127,contains
14482,11164,8128,contains
14483,11165,8129,contains
14484,11166,8130,contains
14485,11167,8131,contains
14486,11168,8132,contains
14487,11169,8133,contains
14488,11170,8134,contains
14489,11171,8135,contains
14490,11172,8136,contains
14491,11173,8137,contains
14492,11174,8138,contains
14493,11175,8139,contains
14494,11176,8140,contains
14495,11177,8141,contains
14496,11178,8142,contains
14497,11179,8143,contains
14498,11180,8144,contains
14499,11181,8145,contains
14500,11182,8146,contains
14501,11183,8147,contains
14502,11184,8148,contains
14503,11185,8149,contains
14504,11186,8150,contains
14505,11187,8151,contains
14506,11188,8152,contains
14507,11189,8153,contains
14508,11190,8154,contains
14509,11191,8155,contains
14510,11192,8156,contains
14511,11193,8157,contains
14512,11194,8158,contains
14513,11195,8159,contains
14514,11196,8160,contains
14515,11197,8161,contains
14516,11198,8162,contains
14517,11199,8163,contains
14518,11200,8164,contains
14519,11201,8165,contains
14520,11202,8166,contains
14521,11203,8167,contains
14522,11204,8168,contains
14523,11205,8169,contains
14524,11206,8170,contains
14525,11207,8171,contains
14526,11208,8172,contains
14527,11209,8173,contains
14528,11210,8174,contains
14529,11211,8175,contains
14530,11212,8176,contains
14531,11213,8177,contains
14532,11214,8178,contains
14533,11215,8179,contains
14534,11216,8180,contains
14535,11217,8181,contains
14536,11218,8182,contains
14537,11219,8183,contains
14538,11220,8184,contains
14539,11221,8185,contains
14540,11222,8186,contains
14541,11223,8187,contains
14542,11224,8188,contains
14543,11225,8189,contains
14544,11226,8190,contains
14545,11008,8191,contains
14546,11227,8192,contains
14547,11228,8193,contains
14548,11229,8194,contains
14549,11230,8195,contains
14550,11231,8196,contains
14551,11232,8197,contains
14552,11233,8198,contains
14553,11234,8199,contains
14554,11235,8200,contains
14555,11236,8201,contains
14556,11237,8202,contains
14557,11238,8203,contains
14558,11239,8204,contains
14559,11240,8205,contains
14560,11241,8206,contains
14561,11242,8207,contains
14562,11243,8208,contains
14563,11244,8209,contains
14564,11245,8210,contains
14565,11246,8211,contains
14566,11247,8212,contains
14567,11248,8213,contains
14568,11249,8214,contains
14569,11250,8215,contains
14570,11108,8216,contains
14571,11108,8217,contains
14572,11251,8218,contains
14573,11252,8219,contains
14574,11253,8220,contains
14575,11254,8221,contains
14576,11224,8222,contains
14577,11255,8223,contains
14578,11256,8224,contains
14579,11257,8225,contains
14580,11258,8226,contains
14581,11259,8227,contains
14582,10885,8228,contains
14583,10885,8229,contains
14584,10885,8230,contains
14585,10885,8231,contains
14586,10885,8232,contains
14587,11260,8233,contains
14588,11261,8234,contains
14589,11262,8235,contains
14590,11263,8236,contains
14591,11264,8237,contains
14592,10885,8238,contains
14593,11265,8239,contains
14594,11266,8240,contains
14595,11267,8241,contains
14596,11268,8242,contains
14597,11269,8243,contains
14598,11270,8244,contains
14599,11271,8245,contains
14600,11272,8246,contains
14601,11273,8247,contains
14602,11274,8248,contains
14603,11275,8249,contains
14604,11276,8250,contains
14605,11277,8251,contains
14606,11278,8252,contains
14607,11279,8253,contains
14608,11280,8254,contains
14609,11281,8255,contains
14610,11282,8256,contains
14611,11283,8257,contains
14612,11284,8258,contains
14613,11285,8259,contains
14614,11286,8260,contains
14615,11287,8261,contains
14616,11288,8262,contains
14617,11289,8263,contains
14618,11290,8264,contains
14619,11291,8265,contains
14620,11292,8266,contains
14621,11293,8267,contains
14622,11294,8268,contains
14623,11295,8269,contains
14624,11296,8270,contains
14625,11297,8271,contains
14626,11298,8272,contains
14627,11299,8273,contains
14628,11300,8274,contains
14629,11301,8275,contains
14630,11302,8276,contains
14631,11303,8277,contains
14632,11304,8278,contains
14633,11305,8279,contains
14634,11306,8280,contains
14635,11307,8281,contains
14636,11308,8282,contains
14637,11309,8283,contains
14638,11310,8284,contains
14639,11311,8285,contains
14640,11312,8286,contains
14641,11313,8287,contains
14642,11314,8288,contains
14643,11315,8289,contains
14644,11316,8290,contains
14645,11317,8291,contains
14646,11318,8292,contains
14647,11319,8293,contains
14648,11320,8294,contains
14649,11321,8295,contains
14650,11322,8296,contains
14651,11323,8297,contains
14652,11324,8298,contains
14653,11325,8299,contains
14654,11326,8300,contains
14655,11327,8301,contains
14656,11328,8302,contains
14657,11329,8303,contains
14658,11330,8304,contains
14659,11331,8305,contains
14660,11332,8306,contains
14661,11333,8307,contains
14662,11334,8308,contains
14663,11335,8309,contains
14664,11336,8310,contains
14665,11337,8311,contains
14666,11338,8312,contains
14667,11339,8313,contains
14668,11340,8314,contains
14669,11341,8315,contains
14670,11342,8316,contains
14671,11343,8317,contains
14672,11344,8318,contains
14673,11345,8319,contains
14674,11346,8320,contains
14675,11347,8321,contains
14676,10585,8322,contains
14677,11348,8323,contains
14678,11349,8324,contains
14679,11350,8325,contains
14680,11351,8326,contains
14681,11352,8327,contains
14682,11353,8328,contains
14683,11354,8329,contains
14684,11355,8330,contains
14685,11356,8331,contains
14686,11357,8332,contains
14687,11358,8333,contains
14688,11359,8334,contains
14689,11360,8335,contains
14690,11361,8336,contains
14691,11362,8337,contains
14692,11363,8338,contains
14693,11364,8339,contains
14694,11365,8340,contains
14695,11366,8341,contains
14696,11367,8342,contains
14697,11368,8343,contains
14698,11369,8344,contains
14699,11370,8345,contains
14700,11371,8346,contains
14701,11372,8347,contains
14702,11373,8348,contains
14703,11374,8349,contains
14704,11375,8350,contains
14705,11376,8351,contains
14706,11377,8352,contains
14707,11378,8353,contains
14708,11379,8354,contains
14709,11379,8355,contains
14710,11379,8356,contains
14711,11379,8357,contains
14712,11379,8358,contains
14713,11380,8359,contains
14714,11381,8360,contains
14715,11382,8361,contains
14716,11383,8362,contains
14717,11384,8363,contains
14718,11385,8364,contains
14719,11386,8365,contains
14720,11387,8366,contains
14721,11388,8367,contains
14722,11389,8368,contains
14723,11390,8369,contains
14724,11391,8370,contains
14725,11392,8371,contains
14726,11393,8372,contains
14727,11391,8373,contains
14728,11394,8374,contains
14729,11395,8375,contains
14730,11396,8376,contains
14731,11397,8377,contains
14732,11398,8378,contains
14733,11399,8379,contains
14734,11400,8380,contains
14735,11401,8381,contains
14736,11402,8382,contains
14737,11403,8383,contains
14738,11404,8384,contains
14739,11405,8385,contains
14740,11406,8386,contains
14741,11407,8387,contains
14742,11408,8388,contains
14743,11409,8389,contains
14744,11410,8390,contains
14745,11411,8391,contains
14746,11412,8392,contains
14747,11413,8393,contains
14748,11414,8394,contains
14749,11415,8395,contains
14750,11416,8396,contains
14751,11417,8397,contains
14752,11418,8398,contains
14753,11419,8399,contains
14754,11420,8400,contains
14755,11421,8401,contains
14756,11422,8402,contains
14757,11423,8403,contains
14758,11424,8404,contains
14759,11425,8405,contains
14760,11426,8406,contains
14761,11427,8407,contains
14762,11428,8408,contains
14763,11430,8409,contains
14764,11429,8410,contains
14765,11431,8411,contains
14766,11432,8412,contains
14767,11434,8413,contains
14768,11435,8414,contains
14769,11436,8415,contains
14770,11437,8416,contains
14771,11438,8417,contains
14772,11439,8418,contains
14773,11440,8419,contains
14774,11441,8420,contains
14775,11442,8421,contains
14776,11443,8422,contains
14777,11444,8423,contains
14778,11445,8424,contains
14779,11446,8425,contains
14780,11391,8426,contains
14781,11447,8427,contains
14782,11448,8428,contains
14783,11449,8429,contains
14784,11450,8430,contains
14785,11451,8431,contains
14786,11452,8432,contains
14787,11452,8433,contains
14788,11453,8434,contains
14789,11454,8435,contains
14790,11455,8436,contains
14791,11456,8437,contains
14792,11457,8438,contains
14793,11458,8439,contains
14794,11459,8440,contains
14795,11460,8441,contains
14796,11461,8442,contains
14797,11462,8443,contains
14798,11463,8444,contains
14799,11464,8445,contains
14800,11465,8446,contains
14801,11108,8447,contains
14802,11108,8448,contains
14803,11466,8449,contains
14804,11467,8450,contains
14805,11468,8451,contains
14806,11469,8452,contains
14807,11470,8453,contains
14808,11471,8454,contains
14809,11472,8455,contains
14810,11473,8456,contains
14811,11474,8457,contains
